ID d'incident,Timestamp,Type d'incident,Description,Severité,Statut,Responsable
1307.0,2023-07-04,Mise à jour échouée,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Réseau
1308.0,2023-06-16,Intrusion,base données est sous forte charge,Élevée,En cours,Equipe Systèmes
1309.0,2023-05-12,Intrusion,base données est sous forte charge,Moyenne,Résolu,Equipe Systèmes
1310.0,2023-01-08,Mise à jour échouée,impossible dappliquer mise jour sécurité,Élevée,En cours,Equipe Support
1311.0,2023-06-29,Intrusion,accès suspects ont été détectés,Moyenne,Ouvert,Equipe Systèmes
1312.0,2023-07-08,Panne matérielle,serveur web est surchargé,Moyenne,Ouvert,Equipe Systèmes
1313.0,2023-12-15,Problème de connexion,serveur principal a cessé fonctionner,Élevée,En cours,Equipe Réseau
1314.0,2023-01-13,Intrusion,serveur principal a cessé fonctionner,Critique,En cours,Equipe Support
1315.0,2023-03-17,Surcharge,malware a été trouvé sur serveur,Critique,Ouvert,Equipe Réseau
1316.0,2023-01-26,Problème de connexion,connexion intermittente détectée,Critique,Résolu,Equipe Sécurité
1317.0,2023-10-22,Surcharge,tentative connexion non autorisée détectée,Élevée,En cours,Equipe Support
1318.0,2023-01-01,Panne matérielle,échec mise jour logiciel,Moyenne,Ouvert,Equipe Sécurité
1319.0,2023-11-08,Mise à jour échouée,tentative connexion non autorisée détectée,Moyenne,Ouvert,Equipe Réseau
1320.0,2023-09-12,Panne matérielle,capacité bande passante dépassée,Faible,En cours,Equipe Sécurité
1321.0,2023-08-22,Problème de connexion,connexion au vpn a échoué,Moyenne,Résolu,Equipe Réseau
1322.0,2023-10-14,Intrusion,impossible daccéder internet,Faible,En cours,Equipe Systèmes
1323.0,2023-02-08,Mise à jour échouée,disque dur est tombé panne,Moyenne,Résolu,Equipe Sécurité
1324.0,2023-07-01,Problème de connexion,échec mise jour logiciel,Moyenne,Résolu,Equipe Réseau
1325.0,2023-10-17,Intrusion,tentative connexion non autorisée détectée,Faible,Ouvert,Equipe Support
1326.0,2023-12-01,Mise à jour échouée,tentative connexion non autorisée détectée,Élevée,Ouvert,Equipe Support
1327.0,2023-11-24,Surcharge,mise jour firmware a échoué,Faible,Résolu,Equipe Systèmes
1328.0,2023-12-09,Surcharge,malware a été trouvé sur serveur,Élevée,Résolu,Equipe Sécurité
1329.0,2023-04-27,Intrusion,base données est sous forte charge,Faible,Résolu,Equipe Sécurité
1330.0,2023-04-02,Intrusion,malware a été trouvé sur serveur,Faible,En cours,Equipe Systèmes
1331.0,2023-07-21,Panne matérielle,mise jour firmware a échoué,Moyenne,Ouvert,Equipe Sécurité
1332.0,2023-05-31,Panne matérielle,mise jour firmware a échoué,Élevée,Résolu,Equipe Systèmes
1333.0,2023-06-28,Mise à jour échouée,carte réseau ne répond plus,Moyenne,Ouvert,Equipe Sécurité
1334.0,2023-05-30,Mise à jour échouée,disque dur est tombé panne,Faible,Résolu,Equipe Réseau
1335.0,2023-10-27,Panne matérielle,échec mise jour logiciel,Faible,Résolu,Equipe Sécurité
1336.0,2023-02-15,Surcharge,accès suspects ont été détectés,Élevée,Ouvert,Equipe Systèmes
1337.0,2023-11-29,Intrusion,tentative connexion non autorisée détectée,Faible,Ouvert,Equipe Réseau
1338.0,2023-09-26,Panne matérielle,connexion intermittente détectée,Faible,Résolu,Equipe Réseau
1339.0,2023-02-13,Surcharge,serveur principal a cessé fonctionner,Faible,Ouvert,Equipe Réseau
1340.0,2023-01-10,Mise à jour échouée,base données est sous forte charge,Critique,En cours,Equipe Réseau
1341.0,2023-10-11,Problème de connexion,carte réseau ne répond plus,Élevée,En cours,Equipe Support
1342.0,2023-01-10,Intrusion,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Sécurité
1343.0,2023-07-31,Surcharge,serveur principal a cessé fonctionner,Élevée,En cours,Equipe Support
1344.0,2023-08-04,Mise à jour échouée,mise jour firmware a échoué,Critique,Résolu,Equipe Systèmes
1345.0,2023-01-02,Intrusion,base données est sous forte charge,Moyenne,Résolu,Equipe Réseau
1346.0,2023-02-05,Problème de connexion,impossible dappliquer mise jour sécurité,Critique,En cours,Equipe Sécurité
1347.0,2023-07-20,Problème de connexion,mise jour firmware a échoué,Élevée,Résolu,Equipe Systèmes
1348.0,2023-01-17,Surcharge,tentative connexion non autorisée détectée,Faible,En cours,Equipe Sécurité
1349.0,2023-12-15,Problème de connexion,disque dur est tombé panne,Élevée,Ouvert,Equipe Support
1350.0,2023-05-01,Surcharge,mise jour firmware a échoué,Faible,En cours,Equipe Systèmes
1351.0,2023-07-07,Problème de connexion,base données est sous forte charge,Moyenne,En cours,Equipe Sécurité
1352.0,2023-09-25,Problème de connexion,mise jour firmware a échoué,Élevée,En cours,Equipe Sécurité
1353.0,2023-12-25,Intrusion,mise jour firmware a échoué,Faible,Résolu,Equipe Réseau
1354.0,2023-08-29,Problème de connexion,accès suspects ont été détectés,Élevée,Ouvert,Equipe Réseau
1355.0,2023-07-01,Intrusion,impossible dappliquer mise jour sécurité,Élevée,En cours,Equipe Réseau
1356.0,2023-09-12,Surcharge,connexion intermittente détectée,Moyenne,En cours,Equipe Réseau
1357.0,2023-06-16,Problème de connexion,connexion intermittente détectée,Élevée,Résolu,Equipe Systèmes
1358.0,2023-08-03,Problème de connexion,mise jour firmware a échoué,Faible,Ouvert,Equipe Sécurité
1359.0,2023-10-17,Problème de connexion,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Support
1360.0,2023-03-24,Mise à jour échouée,impossible daccéder internet,Élevée,Ouvert,Equipe Réseau
1361.0,2023-03-22,Surcharge,impossible dappliquer mise jour sécurité,Moyenne,Ouvert,Equipe Systèmes
1362.0,2023-10-17,Panne matérielle,tentative connexion non autorisée détectée,Faible,Ouvert,Equipe Sécurité
1363.0,2023-06-07,Surcharge,accès suspects ont été détectés,Moyenne,Résolu,Equipe Réseau
1364.0,2023-05-25,Panne matérielle,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Sécurité
1365.0,2023-01-20,Panne matérielle,tentative connexion non autorisée détectée,Critique,Ouvert,Equipe Sécurité
1366.0,2023-10-01,Mise à jour échouée,mise jour firmware a échoué,Élevée,En cours,Equipe Support
1367.0,2023-10-23,Panne matérielle,échec mise jour logiciel,Moyenne,En cours,Equipe Sécurité
1368.0,2023-02-03,Intrusion,serveur principal a cessé fonctionner,Faible,En cours,Equipe Support
1369.0,2023-01-29,Problème de connexion,échec mise jour logiciel,Critique,Ouvert,Equipe Support
1370.0,2023-12-28,Intrusion,carte réseau ne répond plus,Critique,En cours,Equipe Réseau
1371.0,2023-05-16,Problème de connexion,capacité bande passante dépassée,Critique,Ouvert,Equipe Systèmes
1372.0,2023-06-13,Problème de connexion,disque dur est tombé panne,Élevée,Résolu,Equipe Réseau
1373.0,2023-04-05,Surcharge,accès suspects ont été détectés,Critique,Ouvert,Equipe Réseau
1374.0,2023-07-28,Surcharge,connexion intermittente détectée,Moyenne,Ouvert,Equipe Support
1375.0,2023-03-08,Problème de connexion,connexion intermittente détectée,Élevée,Ouvert,Equipe Réseau
1376.0,2023-08-31,Panne matérielle,capacité bande passante dépassée,Critique,Résolu,Equipe Support
1377.0,2023-08-27,Panne matérielle,serveur web est surchargé,Faible,Résolu,Equipe Support
1378.0,2023-03-18,Panne matérielle,malware a été trouvé sur serveur,Critique,En cours,Equipe Support
1379.0,2023-09-18,Surcharge,malware a été trouvé sur serveur,Moyenne,Ouvert,Equipe Support
1380.0,2023-04-24,Intrusion,serveur web est surchargé,Moyenne,Résolu,Equipe Systèmes
1381.0,2023-03-07,Problème de connexion,connexion au vpn a échoué,Faible,Ouvert,Equipe Réseau
1382.0,2023-01-24,Mise à jour échouée,carte réseau ne répond plus,Élevée,En cours,Equipe Systèmes
1383.0,2023-10-29,Surcharge,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Systèmes
1384.0,2023-06-16,Panne matérielle,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Systèmes
1385.0,2023-12-19,Problème de connexion,impossible dappliquer mise jour sécurité,Critique,En cours,Equipe Sécurité
1386.0,2023-02-16,Problème de connexion,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Réseau
1387.0,2023-10-14,Mise à jour échouée,base données est sous forte charge,Moyenne,Ouvert,Equipe Systèmes
1388.0,2023-08-20,Surcharge,tentative connexion non autorisée détectée,Critique,Résolu,Equipe Support
1389.0,2023-01-21,Problème de connexion,impossible dappliquer mise jour sécurité,Élevée,Résolu,Equipe Systèmes
1390.0,2023-01-30,Problème de connexion,impossible dappliquer mise jour sécurité,Faible,Ouvert,Equipe Sécurité
1391.0,2023-12-09,Mise à jour échouée,malware a été trouvé sur serveur,Critique,Résolu,Equipe Sécurité
1392.0,2023-07-15,Surcharge,tentative connexion non autorisée détectée,Critique,Résolu,Equipe Support
1393.0,2023-08-18,Panne matérielle,échec mise jour logiciel,Moyenne,Ouvert,Equipe Support
1394.0,2023-10-12,Panne matérielle,malware a été trouvé sur serveur,Critique,Résolu,Equipe Réseau
1395.0,2023-06-27,Mise à jour échouée,serveur web est surchargé,Moyenne,Résolu,Equipe Systèmes
1396.0,2023-09-05,Mise à jour échouée,connexion au vpn a échoué,Faible,En cours,Equipe Support
1397.0,2023-07-05,Surcharge,base données est sous forte charge,Élevée,Ouvert,Equipe Systèmes
1398.0,2023-06-19,Intrusion,base données est sous forte charge,Faible,Résolu,Equipe Systèmes
1399.0,2023-08-28,Panne matérielle,malware a été trouvé sur serveur,Critique,En cours,Equipe Sécurité
1400.0,2023-01-27,Intrusion,mise jour firmware a échoué,Moyenne,Ouvert,Equipe Sécurité
1401.0,2023-02-17,Intrusion,accès suspects ont été détectés,Faible,Résolu,Equipe Réseau
1402.0,2023-11-20,Surcharge,impossible daccéder internet,Critique,En cours,Equipe Réseau
1403.0,2023-05-24,Problème de connexion,impossible dappliquer mise jour sécurité,Critique,En cours,Equipe Réseau
1404.0,2023-03-01,Mise à jour échouée,tentative connexion non autorisée détectée,Moyenne,Ouvert,Equipe Sécurité
1405.0,2023-08-08,Intrusion,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Systèmes
1406.0,2023-07-08,Problème de connexion,impossible daccéder internet,Faible,Résolu,Equipe Sécurité
1407.0,2023-08-21,Problème de connexion,mise jour firmware a échoué,Moyenne,Ouvert,Equipe Support
1408.0,2023-02-22,Mise à jour échouée,connexion au vpn a échoué,Élevée,Résolu,Equipe Réseau
1409.0,2023-09-14,Intrusion,mise jour firmware a échoué,Faible,En cours,Equipe Sécurité
1410.0,2023-08-19,Problème de connexion,malware a été trouvé sur serveur,Moyenne,Résolu,Equipe Sécurité
1411.0,2023-10-25,Intrusion,carte réseau ne répond plus,Faible,Résolu,Equipe Systèmes
1412.0,2023-11-20,Surcharge,mise jour firmware a échoué,Moyenne,En cours,Equipe Sécurité
1413.0,2023-12-28,Panne matérielle,échec mise jour logiciel,Moyenne,Ouvert,Equipe Systèmes
1414.0,2023-05-17,Mise à jour échouée,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Support
1415.0,2023-02-09,Problème de connexion,connexion au vpn a échoué,Critique,Résolu,Equipe Sécurité
1416.0,2023-11-16,Intrusion,malware a été trouvé sur serveur,Moyenne,Ouvert,Equipe Systèmes
1417.0,2023-05-27,Panne matérielle,mise jour firmware a échoué,Moyenne,Résolu,Equipe Réseau
1418.0,2023-04-09,Intrusion,disque dur est tombé panne,Élevée,Ouvert,Equipe Réseau
1419.0,2023-04-24,Problème de connexion,malware a été trouvé sur serveur,Moyenne,Ouvert,Equipe Réseau
1420.0,2023-07-07,Surcharge,échec mise jour logiciel,Élevée,Résolu,Equipe Réseau
1421.0,2023-10-29,Intrusion,malware a été trouvé sur serveur,Élevée,En cours,Equipe Support
1422.0,2023-12-30,Intrusion,disque dur est tombé panne,Critique,Ouvert,Equipe Support
1423.0,2023-05-09,Panne matérielle,connexion au vpn a échoué,Faible,Résolu,Equipe Réseau
1424.0,2023-12-27,Panne matérielle,connexion au vpn a échoué,Critique,Résolu,Equipe Systèmes
1425.0,2023-04-20,Surcharge,serveur principal a cessé fonctionner,Faible,Résolu,Equipe Systèmes
1426.0,2023-06-21,Problème de connexion,connexion intermittente détectée,Moyenne,Ouvert,Equipe Systèmes
1427.0,2023-01-15,Panne matérielle,impossible dappliquer mise jour sécurité,Critique,En cours,Equipe Support
1428.0,2023-06-07,Intrusion,serveur web est surchargé,Moyenne,Résolu,Equipe Sécurité
1429.0,2023-03-02,Surcharge,disque dur est tombé panne,Critique,Résolu,Equipe Support
1430.0,2023-10-09,Intrusion,tentative connexion non autorisée détectée,Faible,En cours,Equipe Systèmes
1431.0,2023-04-13,Intrusion,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Sécurité
1432.0,2023-11-03,Surcharge,impossible daccéder internet,Critique,En cours,Equipe Systèmes
1433.0,2023-03-03,Mise à jour échouée,accès suspects ont été détectés,Faible,Résolu,Equipe Réseau
1434.0,2023-06-21,Panne matérielle,serveur web est surchargé,Élevée,En cours,Equipe Support
1435.0,2023-05-16,Problème de connexion,serveur web est surchargé,Élevée,Ouvert,Equipe Support
1436.0,2023-10-09,Mise à jour échouée,tentative connexion non autorisée détectée,Faible,Ouvert,Equipe Sécurité
1437.0,2023-12-16,Panne matérielle,serveur principal a cessé fonctionner,Faible,Résolu,Equipe Réseau
1438.0,2023-05-24,Surcharge,malware a été trouvé sur serveur,Moyenne,Ouvert,Equipe Systèmes
1439.0,2023-04-12,Intrusion,connexion au vpn a échoué,Moyenne,En cours,Equipe Réseau
1440.0,2023-08-20,Mise à jour échouée,capacité bande passante dépassée,Critique,Résolu,Equipe Support
1441.0,2023-02-22,Surcharge,connexion au vpn a échoué,Critique,Résolu,Equipe Sécurité
1442.0,2023-07-25,Surcharge,connexion intermittente détectée,Critique,Résolu,Equipe Réseau
1443.0,2023-01-31,Panne matérielle,échec mise jour logiciel,Moyenne,Résolu,Equipe Systèmes
1444.0,2023-11-29,Intrusion,accès suspects ont été détectés,Critique,Ouvert,Equipe Sécurité
1445.0,2023-02-15,Panne matérielle,connexion au vpn a échoué,Élevée,Ouvert,Equipe Réseau
1446.0,2023-07-27,Mise à jour échouée,serveur web est surchargé,Élevée,En cours,Equipe Sécurité
1447.0,2023-09-17,Problème de connexion,impossible daccéder internet,Faible,En cours,Equipe Support
1448.0,2023-05-17,Panne matérielle,serveur web est surchargé,Élevée,Résolu,Equipe Réseau
1449.0,2023-06-04,Surcharge,malware a été trouvé sur serveur,Faible,En cours,Equipe Réseau
1450.0,2023-07-15,Intrusion,mise jour firmware a échoué,Élevée,Ouvert,Equipe Sécurité
1451.0,2023-09-16,Surcharge,impossible daccéder internet,Critique,En cours,Equipe Support
1452.0,2023-08-28,Panne matérielle,impossible dappliquer mise jour sécurité,Élevée,En cours,Equipe Support
1453.0,2023-09-08,Surcharge,carte réseau ne répond plus,Critique,Résolu,Equipe Systèmes
1454.0,2023-07-09,Problème de connexion,carte réseau ne répond plus,Faible,Résolu,Equipe Réseau
1455.0,2023-08-26,Mise à jour échouée,capacité bande passante dépassée,Moyenne,En cours,Equipe Sécurité
1456.0,2023-02-26,Mise à jour échouée,échec mise jour logiciel,Élevée,En cours,Equipe Sécurité
1457.0,2023-12-09,Surcharge,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Systèmes
1458.0,2023-04-19,Intrusion,échec mise jour logiciel,Faible,Résolu,Equipe Sécurité
1459.0,2023-03-23,Mise à jour échouée,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Systèmes
1460.0,2023-12-07,Surcharge,accès suspects ont été détectés,Critique,Ouvert,Equipe Support
1461.0,2023-09-04,Mise à jour échouée,échec mise jour logiciel,Moyenne,Ouvert,Equipe Support
1462.0,2023-07-13,Problème de connexion,serveur web est surchargé,Moyenne,Résolu,Equipe Sécurité
1463.0,2023-07-04,Intrusion,serveur web est surchargé,Critique,Résolu,Equipe Réseau
1464.0,2023-07-29,Intrusion,base données est sous forte charge,Élevée,Résolu,Equipe Support
1465.0,2023-12-07,Surcharge,base données est sous forte charge,Élevée,Ouvert,Equipe Support
1466.0,2023-04-03,Mise à jour échouée,connexion au vpn a échoué,Critique,En cours,Equipe Systèmes
1467.0,2023-12-24,Mise à jour échouée,accès suspects ont été détectés,Critique,Ouvert,Equipe Réseau
1468.0,2023-05-21,Surcharge,malware a été trouvé sur serveur,Critique,En cours,Equipe Sécurité
1469.0,2023-04-23,Mise à jour échouée,accès suspects ont été détectés,Élevée,Ouvert,Equipe Systèmes
1470.0,2023-04-17,Mise à jour échouée,connexion intermittente détectée,Critique,Résolu,Equipe Réseau
1471.0,2023-04-28,Mise à jour échouée,tentative connexion non autorisée détectée,Faible,Ouvert,Equipe Support
1472.0,2023-01-18,Problème de connexion,échec mise jour logiciel,Moyenne,En cours,Equipe Systèmes
1473.0,2023-12-16,Surcharge,connexion intermittente détectée,Moyenne,Résolu,Equipe Systèmes
1474.0,2023-02-03,Problème de connexion,capacité bande passante dépassée,Faible,Ouvert,Equipe Sécurité
1475.0,2023-07-12,Surcharge,mise jour firmware a échoué,Faible,En cours,Equipe Systèmes
1476.0,2023-05-13,Mise à jour échouée,accès suspects ont été détectés,Moyenne,En cours,Equipe Réseau
1477.0,2023-01-28,Problème de connexion,connexion intermittente détectée,Critique,Résolu,Equipe Systèmes
1478.0,2023-06-06,Mise à jour échouée,malware a été trouvé sur serveur,Élevée,Ouvert,Equipe Sécurité
1479.0,2023-10-04,Panne matérielle,carte réseau ne répond plus,Faible,Ouvert,Equipe Sécurité
1480.0,2023-02-25,Surcharge,accès suspects ont été détectés,Critique,Résolu,Equipe Systèmes
1481.0,2023-10-20,Mise à jour échouée,disque dur est tombé panne,Critique,Ouvert,Equipe Sécurité
1482.0,2023-11-06,Surcharge,mise jour firmware a échoué,Critique,Ouvert,Equipe Systèmes
1483.0,2023-02-02,Surcharge,serveur web est surchargé,Faible,Résolu,Equipe Support
1484.0,2023-04-15,Surcharge,base données est sous forte charge,Moyenne,En cours,Equipe Support
1485.0,2023-07-15,Panne matérielle,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Systèmes
1486.0,2023-03-19,Surcharge,connexion au vpn a échoué,Élevée,Résolu,Equipe Réseau
1487.0,2023-10-30,Panne matérielle,serveur principal a cessé fonctionner,Élevée,Résolu,Equipe Sécurité
1488.0,2023-08-23,Panne matérielle,disque dur est tombé panne,Élevée,Résolu,Equipe Systèmes
1489.0,2023-09-13,Mise à jour échouée,mise jour firmware a échoué,Faible,En cours,Equipe Sécurité
1490.0,2023-01-14,Panne matérielle,accès suspects ont été détectés,Critique,Ouvert,Equipe Réseau
1491.0,2023-10-10,Intrusion,carte réseau ne répond plus,Faible,Ouvert,Equipe Sécurité
1492.0,2023-02-09,Surcharge,accès suspects ont été détectés,Moyenne,Résolu,Equipe Réseau
1493.0,2023-04-19,Surcharge,connexion au vpn a échoué,Moyenne,Résolu,Equipe Support
1494.0,2023-05-12,Problème de connexion,disque dur est tombé panne,Moyenne,En cours,Equipe Systèmes
1495.0,2023-04-15,Problème de connexion,carte réseau ne répond plus,Élevée,En cours,Equipe Réseau
1496.0,2023-11-30,Intrusion,accès suspects ont été détectés,Critique,En cours,Equipe Réseau
1497.0,2023-02-28,Intrusion,impossible dappliquer mise jour sécurité,Critique,Résolu,Equipe Systèmes
1498.0,2023-10-01,Panne matérielle,capacité bande passante dépassée,Critique,En cours,Equipe Réseau
1499.0,2023-06-24,Surcharge,échec mise jour logiciel,Critique,Résolu,Equipe Support
1500.0,2023-08-15,Mise à jour échouée,capacité bande passante dépassée,Faible,Ouvert,Equipe Sécurité
1501.0,2023-03-23,Panne matérielle,connexion au vpn a échoué,Élevée,En cours,Equipe Support
1502.0,2023-09-28,Surcharge,impossible daccéder internet,Critique,En cours,Equipe Réseau
1503.0,2023-07-28,Mise à jour échouée,accès suspects ont été détectés,Élevée,Ouvert,Equipe Systèmes
1504.0,2023-05-22,Mise à jour échouée,serveur web est surchargé,Critique,Ouvert,Equipe Systèmes
1505.0,2023-03-26,Intrusion,impossible daccéder internet,Faible,Résolu,Equipe Systèmes
1506.0,2023-09-17,Problème de connexion,impossible daccéder internet,Moyenne,Ouvert,Equipe Systèmes
1507.0,2023-08-28,Problème de connexion,mise jour firmware a échoué,Faible,Résolu,Equipe Systèmes
1508.0,2023-03-21,Problème de connexion,connexion intermittente détectée,Moyenne,Ouvert,Equipe Support
1509.0,2023-10-19,Panne matérielle,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Sécurité
1510.0,2023-04-22,Intrusion,échec mise jour logiciel,Faible,Résolu,Equipe Réseau
1511.0,2023-01-03,Problème de connexion,tentative connexion non autorisée détectée,Faible,Ouvert,Equipe Support
1512.0,2023-03-24,Surcharge,échec mise jour logiciel,Faible,En cours,Equipe Systèmes
1513.0,2023-09-06,Intrusion,impossible dappliquer mise jour sécurité,Critique,Résolu,Equipe Systèmes
1514.0,2023-01-10,Panne matérielle,accès suspects ont été détectés,Faible,Ouvert,Equipe Sécurité
1515.0,2023-11-11,Mise à jour échouée,base données est sous forte charge,Critique,Ouvert,Equipe Systèmes
1516.0,2023-09-02,Surcharge,connexion intermittente détectée,Faible,Résolu,Equipe Support
1517.0,2023-12-09,Surcharge,connexion au vpn a échoué,Faible,En cours,Equipe Systèmes
1518.0,2023-06-10,Problème de connexion,impossible daccéder internet,Faible,Ouvert,Equipe Support
1519.0,2023-09-27,Problème de connexion,connexion au vpn a échoué,Critique,Résolu,Equipe Sécurité
1520.0,2023-11-12,Panne matérielle,impossible daccéder internet,Élevée,Ouvert,Equipe Sécurité
1521.0,2023-01-07,Surcharge,connexion au vpn a échoué,Faible,En cours,Equipe Systèmes
1522.0,2023-12-14,Surcharge,disque dur est tombé panne,Critique,Résolu,Equipe Sécurité
1523.0,2023-05-04,Problème de connexion,impossible daccéder internet,Critique,Ouvert,Equipe Support
1524.0,2023-04-18,Mise à jour échouée,échec mise jour logiciel,Élevée,Résolu,Equipe Support
1525.0,2023-03-19,Intrusion,accès suspects ont été détectés,Faible,Ouvert,Equipe Réseau
1526.0,2023-01-24,Intrusion,disque dur est tombé panne,Élevée,En cours,Equipe Support
1527.0,2023-08-12,Panne matérielle,accès suspects ont été détectés,Moyenne,Résolu,Equipe Systèmes
1528.0,2023-03-10,Problème de connexion,connexion au vpn a échoué,Critique,Ouvert,Equipe Réseau
1529.0,2023-07-29,Mise à jour échouée,connexion intermittente détectée,Élevée,En cours,Equipe Sécurité
1530.0,2023-01-30,Intrusion,base données est sous forte charge,Critique,En cours,Equipe Sécurité
1531.0,2023-03-13,Panne matérielle,base données est sous forte charge,Moyenne,Résolu,Equipe Systèmes
1532.0,2023-03-12,Surcharge,base données est sous forte charge,Critique,Ouvert,Equipe Sécurité
1533.0,2023-03-13,Mise à jour échouée,carte réseau ne répond plus,Élevée,En cours,Equipe Réseau
1534.0,2023-08-05,Problème de connexion,disque dur est tombé panne,Moyenne,Ouvert,Equipe Systèmes
1535.0,2023-05-18,Surcharge,malware a été trouvé sur serveur,Critique,Ouvert,Equipe Support
1536.0,2023-05-28,Surcharge,impossible daccéder internet,Faible,Résolu,Equipe Réseau
1537.0,2023-02-24,Intrusion,disque dur est tombé panne,Critique,Résolu,Equipe Sécurité
1538.0,2023-10-03,Problème de connexion,impossible dappliquer mise jour sécurité,Faible,Ouvert,Equipe Réseau
1539.0,2023-05-22,Panne matérielle,disque dur est tombé panne,Faible,Résolu,Equipe Support
1540.0,2023-01-31,Problème de connexion,tentative connexion non autorisée détectée,Faible,En cours,Equipe Systèmes
1541.0,2023-06-04,Surcharge,accès suspects ont été détectés,Faible,En cours,Equipe Support
1542.0,2023-06-14,Problème de connexion,connexion au vpn a échoué,Élevée,En cours,Equipe Sécurité
1543.0,2023-07-25,Problème de connexion,serveur principal a cessé fonctionner,Faible,En cours,Equipe Systèmes
1544.0,2023-10-12,Intrusion,accès suspects ont été détectés,Critique,En cours,Equipe Support
1545.0,2023-05-30,Intrusion,mise jour firmware a échoué,Élevée,Résolu,Equipe Sécurité
1546.0,2023-05-18,Mise à jour échouée,disque dur est tombé panne,Élevée,En cours,Equipe Réseau
1547.0,2023-10-18,Panne matérielle,impossible daccéder internet,Critique,Ouvert,Equipe Réseau
1548.0,2023-12-25,Intrusion,malware a été trouvé sur serveur,Élevée,En cours,Equipe Systèmes
1549.0,2023-11-20,Panne matérielle,échec mise jour logiciel,Élevée,Résolu,Equipe Sécurité
1550.0,2023-08-29,Problème de connexion,accès suspects ont été détectés,Faible,En cours,Equipe Réseau
1551.0,2023-08-31,Mise à jour échouée,carte réseau ne répond plus,Critique,En cours,Equipe Sécurité
1552.0,2023-09-07,Surcharge,carte réseau ne répond plus,Faible,Résolu,Equipe Sécurité
1553.0,2023-10-09,Surcharge,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Réseau
1554.0,2023-08-05,Problème de connexion,base données est sous forte charge,Moyenne,En cours,Equipe Sécurité
1555.0,2023-04-07,Panne matérielle,serveur principal a cessé fonctionner,Moyenne,Ouvert,Equipe Systèmes
1556.0,2023-07-27,Panne matérielle,accès suspects ont été détectés,Élevée,Ouvert,Equipe Systèmes
1557.0,2023-09-22,Mise à jour échouée,serveur web est surchargé,Critique,En cours,Equipe Sécurité
1558.0,2023-01-13,Surcharge,carte réseau ne répond plus,Critique,Ouvert,Equipe Sécurité
1559.0,2023-11-07,Surcharge,échec mise jour logiciel,Moyenne,Résolu,Equipe Réseau
1560.0,2023-10-31,Panne matérielle,échec mise jour logiciel,Faible,Résolu,Equipe Réseau
1561.0,2023-05-01,Intrusion,carte réseau ne répond plus,Critique,Ouvert,Equipe Sécurité
1562.0,2023-11-06,Panne matérielle,serveur web est surchargé,Faible,Résolu,Equipe Systèmes
1563.0,2023-06-24,Intrusion,serveur web est surchargé,Élevée,En cours,Equipe Sécurité
1564.0,2023-03-24,Mise à jour échouée,accès suspects ont été détectés,Élevée,Résolu,Equipe Sécurité
1565.0,2023-11-07,Surcharge,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Réseau
1566.0,2023-05-20,Panne matérielle,tentative connexion non autorisée détectée,Critique,Résolu,Equipe Systèmes
1567.0,2023-01-22,Mise à jour échouée,disque dur est tombé panne,Moyenne,Résolu,Equipe Support
1568.0,2023-05-15,Panne matérielle,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Support
1569.0,2023-09-23,Surcharge,connexion au vpn a échoué,Faible,En cours,Equipe Systèmes
1570.0,2023-01-30,Intrusion,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Sécurité
1571.0,2023-08-05,Panne matérielle,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Sécurité
1572.0,2023-07-13,Problème de connexion,mise jour firmware a échoué,Critique,Ouvert,Equipe Réseau
1573.0,2023-10-16,Panne matérielle,échec mise jour logiciel,Moyenne,Résolu,Equipe Sécurité
1574.0,2023-06-21,Mise à jour échouée,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Systèmes
1575.0,2023-12-10,Problème de connexion,accès suspects ont été détectés,Élevée,Résolu,Equipe Réseau
1576.0,2023-03-10,Surcharge,tentative connexion non autorisée détectée,Moyenne,Résolu,Equipe Systèmes
1577.0,2023-03-28,Intrusion,impossible dappliquer mise jour sécurité,Critique,En cours,Equipe Réseau
1578.0,2023-05-12,Panne matérielle,connexion au vpn a échoué,Critique,En cours,Equipe Réseau
1579.0,2023-03-23,Surcharge,serveur web est surchargé,Faible,En cours,Equipe Support
1580.0,2023-02-15,Surcharge,disque dur est tombé panne,Moyenne,Ouvert,Equipe Support
1581.0,2023-01-29,Problème de connexion,accès suspects ont été détectés,Faible,Ouvert,Equipe Support
